timestamp,temp_outside,hour,aircon_hours,total_kwh,is_weekend,month
2024-01-01 00:00:00,30.006343330569596,0,0,0.6469952911761129,0,1
2024-01-01 01:00:00,31.82511779820029,1,1,2.595261064359222,0,1
2024-01-01 02:00:00,28.055003584631027,2,0,0.4927976443335353,0,1
2024-01-01 03:00:00,30.621137155386357,3,0,0.5772717222185269,0,1
2024-01-01 04:00:00,29.02733604545864,4,0,0.57101372081516,0,1
2024-01-01 05:00:00,28.722059207090524,5,0,0.5662128487892226,0,1
2024-01-01 06:00:00,31.757637900857922,6,1,2.608657279905931,0,1
2024-01-01 07:00:00,31.15780475072919,7,1,2.5891019743007795,0,1
2024-01-01 08:00:00,31.855511172980115,8,1,2.690965625559904,0,1
2024-01-01 09:00:00,32.3187955814136,9,0,0.5902713220028429,0,1
2024-01-01 10:00:00,34.00613671601654,10,0,0.636469849270558,0,1
2024-01-01 11:00:00,31.62318531151014,11,0,0.593831442971915,0,1
2024-01-01 12:00:00,31.556512199752465,12,0,0.7028956488818628,0,1
2024-01-01 13:00:00,30.27337603685622,13,0,0.6296107642511277,0,1
2024-01-01 14:00:00,32.491408869765756,14,0,0.7320550106716435,0,1
2024-01-01 15:00:00,34.08331348177849,15,0,0.662430945392643,0,1
2024-01-01 16:00:00,33.46465044947636,16,0,0.6720786872080343,0,1
2024-01-01 17:00:00,33.2418493117371,17,0,0.5637349992073664,0,1
2024-01-01 18:00:00,32.7611831355406,18,1,2.5832153349196494,0,1
2024-01-01 19:00:00,33.344648371174486,19,1,2.579954650496443,0,1
2024-01-01 20:00:00,34.30632118216107,20,1,2.6295043652805528,0,1
2024-01-01 21:00:00,34.23148092664562,21,1,2.6129489227087723,0,1
2024-01-01 22:00:00,33.13165234117908,22,1,2.650516056261465,0,1
2024-01-01 23:00:00,35.8851012286365,23,1,2.6526493843152363,0,1
2024-01-02 00:00:00,37.88379448252054,0,1,2.6998816571450397,0,1
2024-01-02 01:00:00,33.616449874379015,1,1,2.712284599269027,0,1
2024-01-02 02:00:00,36.37945059058786,2,1,2.6657169652744175,0,1
2024-01-02 03:00:00,35.23594278599152,3,1,2.657570774495391,0,1
2024-01-02 04:00:00,36.28497242389798,4,1,2.6780041223320845,0,1
2024-01-02 05:00:00,35.47611760664546,5,1,2.6172068945700873,0,1
2024-01-02 06:00:00,32.992972342014916,6,1,2.6405263866802238,0,1
2024-01-02 07:00:00,36.09381474118207,7,1,2.668766833377689,0,1
2024-01-02 08:00:00,37.186523483562645,8,1,2.685964759983239,0,1
2024-01-02 09:00:00,35.940056295162485,9,0,0.6369526801331407,0,1
2024-01-02 10:00:00,34.03958951341678,10,0,0.6909544152252809,0,1
2024-01-02 11:00:00,35.84322921493323,11,0,0.6541105950017609,0,1
2024-01-02 12:00:00,38.28239566632654,12,0,0.6147652695962217,0,1
2024-01-02 13:00:00,36.43144096560319,13,0,0.7034086869812589,0,1
2024-01-02 14:00:00,34.82312658912517,14,0,0.7036050972904176,0,1
2024-01-02 15:00:00,35.55590985766313,15,0,0.6234940014479721,0,1
2024-01-02 16:00:00,37.498965963957104,16,0,0.7014450861329911,0,1
2024-01-02 17:00:00,35.630099671005,17,0,0.6287213968793597,0,1
2024-01-02 18:00:00,34.6379559252275,18,1,2.708363482795901,0,1
2024-01-02 19:00:00,34.265309889773434,19,1,2.6975061788081334,0,1
2024-01-02 20:00:00,35.724231424084344,20,1,2.6660776021302692,0,1
2024-01-02 21:00:00,35.20520663520832,21,1,2.6263797093051218,0,1
2024-01-02 22:00:00,34.830282207321254,22,1,2.6467140716853566,0,1
2024-01-02 23:00:00,34.81940657648722,23,1,2.6096941870265615,0,1
2024-01-03 00:00:00,34.1551464286228,0,1,2.6617620674936826,0,1
2024-01-03 01:00:00,35.20604820156166,1,1,2.690717101310475,0,1
2024-01-03 02:00:00,33.740993789850606,2,1,2.6553044853720946,0,1
2024-01-03 03:00:00,35.12055408308224,3,1,2.657569459857099,0,1
2024-01-03 04:00:00,34.838957663909504,4,1,2.655400679082936,0,1
2024-01-03 05:00:00,33.461946544804704,5,1,2.698657377261936,0,1
2024-01-03 06:00:00,33.885071570781975,6,1,2.636520081081185,0,1
2024-01-03 07:00:00,33.347293449783535,7,1,2.63767709366189,0,1
2024-01-03 08:00:00,33.934333213833675,8,1,2.70258505185205,0,1
2024-01-03 09:00:00,34.27722976881271,9,0,0.6151326969147312,0,1
2024-01-03 10:00:00,34.45377845783049,10,0,0.6786263760344694,0,1
2024-01-03 11:00:00,34.27978520910536,11,0,0.6055607295383334,0,1
2024-01-03 12:00:00,34.37182359560255,12,0,0.7016640014887094,0,1
2024-01-03 13:00:00,32.09969966522844,13,0,0.6503645682353977,0,1
2024-01-03 14:00:00,33.50005638688432,14,0,0.6307122977177697,0,1
2024-01-03 15:00:00,33.60557348343239,15,0,0.6582017799385853,0,1
2024-01-03 16:00:00,33.010164655296805,16,0,0.7139778854644384,0,1
2024-01-03 17:00:00,34.90294470697755,17,0,0.6919152868458066,0,1
2024-01-03 18:00:00,31.96401447652305,18,1,2.689156113144828,0,1
2024-01-03 19:00:00,32.25270035455132,19,1,2.669245516150758,0,1
2024-01-03 20:00:00,32.69030557386716,20,1,2.4872225836730775,0,1
2024-01-03 21:00:00,31.90486152998323,21,1,2.597482580243997,0,1
2024-01-03 22:00:00,29.852128002269527,22,0,0.6036939346462743,0,1
2024-01-03 23:00:00,33.42091622441421,23,1,2.622035001662639,0,1
2024-01-04 00:00:00,29.693627120343322,0,0,0.5803322877660604,0,1
2024-01-04 01:00:00,29.748166744738263,1,0,0.6327903523111195,0,1
2024-01-04 02:00:00,31.76536915443805,2,1,2.7310328039916993,0,1
2024-01-04 03:00:00,30.01450737566734,3,0,0.6546402528119725,0,1
2024-01-04 04:00:00,30.053894814020776,4,0,0.6317844232397616,0,1
2024-01-04 05:00:00,28.053089995085575,5,0,0.5848253013824443,0,1
2024-01-04 06:00:00,30.75901039371218,6,0,0.6340673757486404,0,1
2024-01-04 07:00:00,28.101205346081763,7,0,0.6095277466039174,0,1
